"TIME","GEO","UNIT","ICHA11_HC","ICHA11_HF","Value","Flag and Footnotes"
"2014","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,401,710.97",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,097,591.76",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Government schemes","513,540.08",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","83,455.54",""
"2014","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,398,803.19",""
"2014","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,095,180.53",""
"2014","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Government schemes","513,454.04",""
"2014","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2014","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","83,286.86",""
"2014","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,327,208.99",""
"2014","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,043,457.05",""
"2014","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Government schemes","505,159.53",""
"2014","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2014","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","80,061.04",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,043,976.98",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","813,849.78",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Government schemes","267,277.02",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","67,372.14",""
"2014","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,041,711.41",""
"2014","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","812,319.14",""
"2014","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Government schemes","267,048.23",""
"2014","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2014","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","67,351.87",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,028,749.01",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","803,118.70",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Government schemes","264,821.18",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","538,297.48",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","66,566.15",""
"2014","Belgium","Million euro","Current health care expenditure (CHE)","All financing schemes","41,667.03",""
"2014","Belgium","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","32,536.65",""
"2014","Belgium","Million euro","Current health care expenditure (CHE)","Government schemes","4,598.38",""
"2014","Belgium","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","27,938.27",""
"2014","Belgium","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","1,843.96",""
"2014","Bulgaria","Million euro","Current health care expenditure (CHE)","All financing schemes","3,639.54",""
"2014","Bulgaria","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,929.87",""
"2014","Bulgaria","Million euro","Current health care expenditure (CHE)","Government schemes","319.71",""
"2014","Bulgaria","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1,610.16",""
"2014","Bulgaria","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","42.30",""
"2014","Czechia","Million euro","Current health care expenditure (CHE)","All financing schemes","11,989.32",""
"2014","Czechia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","9,913.58",""
"2014","Czechia","Million euro","Current health care expenditure (CHE)","Government schemes","1,402.12",""
"2014","Czechia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","8,511.46",""
"2014","Czechia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","387.41",""
"2014","Denmark","Million euro","Current health care expenditure (CHE)","All financing schemes","27,032.54",""
"2014","Denmark","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","22,758.57",""
"2014","Denmark","Million euro","Current health care expenditure (CHE)","Government schemes","22,758.57",""
